Happy,Angry,Surprise,Sad,Fear
0.17,0.0,0.0,0.33,0.5
0.25,0.0,0.0,0.42,0.33
0.5,0.0,0.25,0.25,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.29,0.0,0.14,0.29,0.29
0.4,0.0,0.0,0.4,0.2
0.36,0.0,0.09,0.18,0.36
0.0,0.0,0.5,0.5,0.0
0.0,0.0,0.0,0.0,1.0
0.19,0.06,0.25,0.38,0.12
0.25,0.0,0.0,0.5,0.25
0.17,0.0,0.0,0.5,0.33
0.33,0.0,0.33,0.33,0.0
0.57,0.0,0.14,0.0,0.29
0.17,0.33,0.0,0.17,0.33
0.33,0.0,0.11,0.22,0.33
0.5,0.25,0.0,0.0,0.25
0.0,0.0,0.5,0.5,0.0
0.4,0.2,0.2,0.0,0.2
0.33,0.0,0.0,0.0,0.67
0.0,0.14,0.29,0.29,0.29
0.14,0.0,0.29,0.43,0.14
0.33,0.0,0.33,0.0,0.33
0.0,0.0,0.0,1.0,0.0
0.4,0.0,0.0,0.2,0.4
0.26,0.05,0.16,0.32,0.21
0.13,0.07,0.2,0.27,0.33
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.2,0.2,0.2,0.4,0.0
0.12,0.0,0.12,0.38,0.38
0.08,0.0,0.38,0.31,0.23
0.0,0.0,0.0,0.75,0.25
0.5,0.0,0.5,0.0,0.0
0.33,0.0,0.17,0.0,0.5
0.0,0.0,0.25,0.5,0.25
0.33,0.0,0.0,0.33,0.33
0.0,1.0,0.0,0.0,0.0
0.18,0.09,0.09,0.18,0.45
0.0,0.33,0.0,0.33,0.33
0.17,0.17,0.17,0.17,0.33
1.0,0.0,0.0,0.0,0.0
0.2,0.0,0.3,0.1,0.4
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.07,0.27,0.07,0.33,0.27
0.4,0.0,0.2,0.0,0.4
0.29,0.07,0.07,0.07,0.5
0.0,0.0,0.0,0.0,1.0
0.33,0.0,0.0,0.67,0.0
0.1,0.0,0.1,0.14,0.67
0.46,0.0,0.15,0.15,0.23
0.12,0.12,0.38,0.12,0.25
0.0,0.0,0.5,0.5,0.0
0.4,0.0,0.4,0.0,0.2
0.5,0.0,0.0,0.5,0.0
0.14,0.0,0.14,0.57,0.14
0.0,0.0,0.0,0.33,0.67
0.38,0.0,0.12,0.25,0.25
0.0,0.0,0.0,0.0,1.0
0.21,0.0,0.07,0.21,0.5
0.18,0.09,0.23,0.23,0.27
0.19,0.12,0.04,0.23,0.42
0.24,0.03,0.21,0.3,0.21
0.0,0.0,0.0,0.75,0.25
0.14,0.0,0.07,0.21,0.57
0.0,0.0,0.14,0.29,0.57
0.78,0.11,0.0,0.11,0.0
0.5,0.0,0.17,0.0,0.33
0.12,0.12,0.0,0.12,0.62
0.0,0.0,0.17,0.5,0.33
0.55,0.09,0.0,0.0,0.36
0.0,0.0,0.2,0.6,0.2
0.5,0.0,0.0,0.0,0.5
0.0,0.0,0.33,0.0,0.67
0.17,0.17,0.33,0.33,0.0
0.25,0.0,0.5,0.25,0.0
0.23,0.08,0.31,0.15,0.23
0.33,0.0,0.17,0.17,0.33
0.5,0.0,0.0,0.25,0.25
0.18,0.05,0.14,0.23,0.41
0.2,0.2,0.0,0.4,0.2
0.33,0.33,0.0,0.0,0.33
0.0,0.0,1.0,0.0,0.0
0.2,0.07,0.13,0.27,0.33
0.5,0.0,0.25,0.25,0.0
0.33,0.0,0.17,0.17,0.33
0.33,0.0,0.0,0.0,0.67
0.33,0.0,0.0,0.0,0.67
0.29,0.0,0.14,0.43,0.14
0.5,0.0,0.0,0.0,0.5
0.5,0.0,0.0,0.0,0.5
0.38,0.0,0.12,0.25,0.25
0.4,0.0,0.4,0.0,0.2
0.0,0.0,0.0,0.0,0.0
0.2,0.1,0.2,0.2,0.3
0.0,0.0,0.3,0.3,0.4
0.27,0.0,0.07,0.27,0.4
0.4,0.2,0.4,0.0,0.0
0.17,0.0,0.0,0.5,0.33
0.18,0.14,0.16,0.25,0.27
0.08,0.0,0.17,0.5,0.25
0.2,0.2,0.0,0.2,0.4
0.2,0.1,0.2,0.1,0.4
0.29,0.0,0.14,0.14,0.43
0.0,0.0,0.14,0.43,0.43
0.4,0.0,0.1,0.4,0.1
0.33,0.0,0.33,0.0,0.33
0.5,0.0,0.0,0.0,0.5
0.5,0.0,0.12,0.12,0.25
0.29,0.0,0.29,0.14,0.29
0.16,0.05,0.21,0.26,0.32
0.5,0.0,0.0,0.0,0.5
0.0,0.0,1.0,0.0,0.0
0.25,0.25,0.0,0.5,0.0
0.33,0.0,0.33,0.33,0.0
0.5,0.0,0.0,0.0,0.5
0.13,0.0,0.0,0.67,0.2
0.5,0.0,0.0,0.5,0.0
0.0,0.0,0.5,0.5,0.0
0.0,0.0,0.0,1.0,0.0
0.18,0.27,0.0,0.27,0.27
0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.5,0.0,0.25
0.14,0.43,0.14,0.0,0.29
0.0,0.0,1.0,0.0,0.0
0.2,0.0,0.2,0.4,0.2
0.2,0.0,0.2,0.2,0.4
0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.5,0.0,0.5
0.4,0.0,0.0,0.2,0.4
0.0,1.0,0.0,0.0,0.0
0.14,0.57,0.14,0.0,0.14
0.19,0.14,0.14,0.19,0.33
0.12,0.25,0.12,0.12,0.38
0.27,0.18,0.18,0.18,0.18
0.43,0.0,0.14,0.29,0.14
0.0,0.17,0.0,0.33,0.5
0.33,0.33,0.33,0.0,0.0
0.29,0.14,0.29,0.0,0.29
0.08,0.17,0.33,0.08,0.33
0.0,0.0,1.0,0.0,0.0
0.5,0.5,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.33,0.0,0.0,0.67
0.23,0.0,0.31,0.23,0.23
0.0,0.0,0.0,0.5,0.5
0.6,0.0,0.0,0.0,0.4
0.5,0.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.2,0.0,0.0,0.6,0.2
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.5,0.5,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.25,0.25,0.0,0.5
0.0,0.5,0.0,0.25,0.25
0.0,0.0,0.4,0.2,0.4
0.0,0.0,0.25,0.5,0.25
0.0,0.0,0.0,1.0,0.0
0.2,0.2,0.2,0.2,0.2
1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.12,0.0,0.0,0.12,0.75
0.0,0.5,0.0,0.0,0.5
0.0,0.0,0.0,0.33,0.67
0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.25,0.0,0.25,0.0,0.5
0.0,0.0,0.5,0.0,0.5
0.0,0.0,0.0,1.0,0.0
0.33,0.0,0.0,0.33,0.33
0.0,0.33,0.0,0.33,0.33
1.0,0.0,0.0,0.0,0.0
0.2,0.2,0.2,0.0,0.4
0.5,0.0,0.0,0.0,0.5
0.5,0.0,0.0,0.5,0.0
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.5,0.5
0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0
0.33,0.33,0.0,0.0,0.33
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.5
0.33,0.0,0.0,0.33,0.33
0.0,0.0,0.0,0.0,1.0
0.0,0.33,0.0,0.0,0.67
0.0,0.0,0.0,0.0,1.0
0.33,0.33,0.0,0.0,0.33
0.0,0.0,0.5,0.0,0.5
0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.5,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.5,0.0,0.5
0.0,0.2,0.0,0.4,0.4
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2,0.2,0.6
0.0,0.5,0.0,0.0,0.5
0.0,1.0,0.0,0.0,0.0
0.0,0.5,0.0,0.0,0.5
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.2,0.4,0.4
0.0,0.33,0.0,0.33,0.33
0.2,0.0,0.2,0.2,0.4
0.25,0.5,0.0,0.0,0.25
0.0,0.6,0.0,0.0,0.4
0.4,0.0,0.0,0.2,0.4
0.33,0.0,0.0,0.17,0.5
0.0,0.0,0.0,0.33,0.67
0.0,0.0,0.0,0.0,0.0
0.33,0.0,0.67,0.0,0.0
0.4,0.0,0.0,0.0,0.6
0.0,0.33,0.0,0.33,0.33
0.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.5,0.5
0.2,0.2,0.0,0.2,0.4
0.0,0.0,0.33,0.33,0.33
1.0,0.0,0.0,0.0,0.0
0.43,0.0,0.21,0.07,0.29
0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.33,0.0,0.67
0.33,0.0,0.33,0.0,0.33
0.5,0.0,0.0,0.0,0.5
0.33,0.13,0.07,0.13,0.33
0.0,0.0,0.0,0.0,1.0
0.4,0.0,0.0,0.2,0.4
0.0,0.0,0.17,0.67,0.17
0.0,0.0,0.33,0.33,0.33
0.5,0.0,0.0,0.0,0.5
0.25,0.12,0.25,0.25,0.12
0.0,0.17,0.17,0.5,0.17
0.62,0.12,0.12,0.0,0.12
0.0,0.0,1.0,0.0,0.0
0.5,0.0,0.5,0.0,0.0
0.0,0.0,0.5,0.5,0.0
1.0,0.0,0.0,0.0,0.0
0.33,0.0,0.33,0.0,0.33
0.5,0.0,0.5,0.0,0.0
0.0,0.0,0.0,0.25,0.75
0.25,0.17,0.0,0.42,0.17
0.3,0.1,0.0,0.2,0.4
0.0,0.0,0.0,0.0,1.0
0.17,0.0,0.17,0.17,0.5
0.5,0.0,0.0,0.0,0.5
0.33,0.0,0.33,0.0,0.33
0.33,0.0,0.0,0.33,0.33
0.67,0.0,0.0,0.0,0.33
0.0,0.0,0.25,0.25,0.5
0.5,0.0,0.0,0.5,0.0
0.0,0.12,0.12,0.38,0.38
0.0,0.0,1.0,0.0,0.0
0.4,0.0,0.2,0.0,0.4
0.0,0.33,0.0,0.17,0.5
0.5,0.0,0.0,0.25,0.25
1.0,0.0,0.0,0.0,0.0
0.43,0.0,0.0,0.29,0.29
0.5,0.0,0.0,0.0,0.5
0.25,0.0,0.25,0.0,0.5
0.5,0.0,0.0,0.0,0.5
0.5,0.0,0.0,0.0,0.5
0.14,0.0,0.14,0.29,0.43
0.5,0.0,0.0,0.5,0.0
1.0,0.0,0.0,0.0,0.0
0.2,0.2,0.4,0.0,0.2
0.15,0.0,0.0,0.31,0.54
1.0,0.0,0.0,0.0,0.0
0.25,0.5,0.25,0.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.17,0.0,0.33,0.17,0.33
0.33,0.0,0.0,0.33,0.33
0.22,0.04,0.13,0.3,0.3
1.0,0.0,0.0,0.0,0.0
0.25,0.0,0.25,0.25,0.25
0.33,0.0,0.33,0.0,0.33
0.0,0.0,0.0,0.5,0.5
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.0,0.5
0.5,0.0,0.0,0.17,0.33
1.0,0.0,0.0,0.0,0.0
0.33,0.0,0.33,0.0,0.33
0.5,0.0,0.0,0.0,0.5
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.5,0.0,0.0,0.0,0.5
0.33,0.0,0.0,0.33,0.33
1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.5,0.5
0.0,0.0,1.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.4,0.6
0.67,0.0,0.0,0.0,0.33
1.0,0.0,0.0,0.0,0.0
